shopify_product_id,shopify_product_gid,shopify_title,shopify_handle,shopify_variant_id,shopify_variant_gid,sku,barcode,variant_title,size,color,price,currency,inventory_quantity,status,ai_visible,code_missing,image_url,last_synced_at
,,,,,,,,,,,,EGP,,,true,false,,
